"","score","text"
"193",0,"RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…"
"194",0,"@pkban @abpnewstv @ankitkaushal7 @vrbonam @aajtak @indiatvnews @Devarshi_21 @ndtv @BJP4India @Eagleeye_57 @TimesNow… https://t.co/OzByGDFD1o"
"195",2,"RT @RaoNarbir: Scamgress is definitely going to be history in North-East and @BJP4India will have a clean sweep victory #NagalandElection20…"
"196",0,"@BJP4India @CMOfficeUP @ETVUPLIVE @PMOIndia Very Poor Traffic in Kanpur City"
"197",-1,"@BJP4India @AmitShah Dynastic crippled mind mind people , casteist as political instrument people  and communal who… https://t.co/FFk3tACZNv"
"198",0,"RT @akhileshsharma1: As @BSYBJP turns 75 today, he is likely to be an exception to @BJP4India 75 years retirement rule in case the party co…"
"199",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"200",0,"@KirtiAzadMP @NitishKumar @SushilModi @BJP4India But where did this guy go?"
"201",0,"RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…"
"202",1,"@AmitShah @BJP4India @BJP4Karnataka Salute Amit bhai Sab make Karnataka congress Mukta and have BJP in power best wishes"
"203",-2,"@IndianExpress anti @narendramodi blogs futile, NaMo cleansing @INCIndia scams ! @OfficeOfRG @PMOIndia @AmitShah… https://t.co/m8gu7N0v2v"
"204",1,"RT @BJP4India: I would like to personally invite to India those who are not yet present here. There are very few countries in the world whe…"
"205",0,"@Khandu_Khapkya @amritabhinder @NoufMarwaai @BJP4India @narendramodi @mannukoshy I guess 'Arab' is the criteria here.."
"206",0,"RT @BJP4India: Shri @AmitShah interacts with leaders of OBC community in Gulbarga, Karnataka. #ShahInKalyanaKarnataka https://t.co/lVfU8n0A…"
"207",0,"RT @sambitswaraj: Sharing the video of @BJP4India President Sh @AmitShah Ji's interaction with OBC community in Gulbarga in Karnataka! http…"
"208",0,"@Manjeet64576767 @3roao111 @OfficeOfRG @BJP4India Then why they not offered him party president post ?"
"209",2,"RT @BJP4India: I admire the spirit of entrepreneurship of the Korean people. I admire the way in which they have created and sustained thei…"
"210",0,"RT @ManojDassji: @BJP4India @narendramodi #<U+0917><U+0941><U+0930><U+0942>_<U+0915><U+093E>_<U+091C><U+094D><U+091E><U+093E><U+0928>
Our Race is Living Being, Mankind is our Religion, Hindu, Muslim, Sikh Christian,…"
"211",0,"@amritabhinder @barbarindian @NoufMarwaai @BJP4India @narendramodi @mannukoshy Celebrating because she is Arab or s… https://t.co/KOGCmWSdCR"
"212",1,"RT @BJP4India: Our party does not win due to big leaders but because of booth karyakartas : Shri @AmitShah https://t.co/RafdyVtfDg"
"213",0,"RT @BJP4India: The Centre's share in the Finance Commission for Karnataka under UPA govt was Rs 88,500 crore, which has been increased to R…"
"214",2,"RT @RaoNarbir: Scamgress is definitely going to be history in North-East and @BJP4India will have a clean sweep victory #NagalandElection20…"
"215",0,"RT @BJP4India: From Princess to Poetry and from Buddha to Bollywood; India &amp; Korea have so much in common : PM @narendramodi - Watch at htt…"
"216",0,"RT @BJP4India: We are on a de-regulation and de-licensing drive. Validity period of industrial licenses has been increased from three years…"
"217",0,"RT @amritabhinder: Here is the first Arab #PadmaShri @NoufMarwaai in my car and is now a @BJP4India fan :)<U+2764><U+FE0F>

Already she’s PM @narendramod…"
"218",0,"@ManojTiwariMP @narendramodi @SushmaSwaraj @BJP4India @BJP4Delhi @passportsevamea @rpodelhi @MEAIndia @MEAQuery… https://t.co/wi15TyJNqC"
"219",2,"RT @RaoNarbir: Scamgress is definitely going to be history in North-East and @BJP4India will have a clean sweep victory #NagalandElection20…"
"220",-1,"RT @awi2986: this is what happen in past 70 years during @INCIndia distributed fake adhar card  for apeasment &amp; now @BJP4India  is cleaning…"
"221",-1,"RT @BabbarMridul: @BJP4India @AmitShah @mlkhattar Govt in #Haryana has failed on all the fronts.

#DwarkaExpressway is a key project and th…"
"222",0,"@kanimozhi @BJP4India @rajnathsingh @narendramodi @HRajaBJP @akri2000 @ReclaimTemples @kskiyer @kapil_kausik… https://t.co/jYFL6xhbx5"
"223",-1,"RT @priyaakulkarni2: Despite of a lengthy tenure Congress failed to fulfill basic requirement
@BJP4India is far efficient than you, as u li…"
"224",0,"RT @BJP4India: We are already the third-largest economy by purchasing power. Very soon, we will become the world's fifth-largest economy by…"
"225",0,"RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…"
"226",1,"RT @BJP4India: PM Shri @narendramodi releases commemorative postage stamp on the occasion of Auroville's golden jubilee in Puducherry. http…"
"227",0,"@ManojTiwariMP @narendramodi @SushmaSwaraj @BJP4India @BJP4Delhi @passportsevamea @rpodelhi @MEAIndia @MEAQuery… https://t.co/sRDCnTXDlV"
"228",3,"RT @BJP4India: On one hand, there are great mathematicians like Baudhayana, Bhaskara &amp; Aryabhatta. On the other hand, great such as Sushrut…"
"229",0,"RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…"
"230",0,"@BSYBJP # Happy Birthday Sir <ed><U+00A0><U+00BC><ed><U+00BE><U+0082><ed><U+00A0><U+00BC><ed><U+00BE><U+00BB><ed><U+00A0><U+00BC><ed><U+00BE><U+0082><ed><U+00A0><U+00BC><ed><U+00BE><U+00BB> God Bless you. Advance birthday gift “ Karnataka CM” <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> @narendramodi @BJP4India"
"231",0,"RT @amritabhinder: Here is the first Arab #PadmaShri @NoufMarwaai in my car and is now a @BJP4India fan :)<U+2764><U+FE0F>

Already she’s PM @narendramod…"
"232",0,"@ittefaq_se This is called EVM tampering .@BJP4India @narendramodi_in @narendramodi @AmitShah"
"233",0,"RT @Abhishek__k2712: It's high time for the @BJP4India govt to make clear whether at all they're concerned about the future of students who…"
"234",0,"Kia Piddi Kia Piddi ka shorba. Koi hamare PM ko hath lgake to dikhaye uske hath tod denge.   Agar ankhe dikhayee to… https://t.co/Ziq75BZKne"
"235",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"236",0,"RT @BJP4India: LIVE: PM @narendramodi to flag off #RunforNewIndia Marathon from Surat. https://t.co/X2CqniNjDL"
"237",0,"RT @BJP4India: We are already the third-largest economy by purchasing power. Very soon, we will become the world's fifth-largest economy by…"
"238",-1,"RT @priyaakulkarni2: Despite of a lengthy tenure Congress failed to fulfill basic requirement
@BJP4India is far efficient than you, as u li…"
"239",0,"@pkban @ankitkaushal7 @vrbonam @Devarshi_21 @BJP4India @Eagleeye_57 @TimesNow @Samikbanerji @muralydoctrack1… https://t.co/wLVifZr7ZW"
"240",-1,"RT @CNNnews18: .@BJP4India neta mows down 9 children in Bihar; 24 hours on, ‘killer’ neta still on the run. 'Sushasan Babu' @nitishkumar's…"
"241",0,"RT @BJP4India: Watch LIVE: PM Shri @narendramodi's #MannKiBaat, February 2018. https://t.co/8PhVYLP1o7"
"242",0,"RT @BJP4India: We are on a de-regulation and de-licensing drive. Validity period of industrial licenses has been increased from three years…"
"243",-1,"#NSEL crisis occurred because of default in payment by #Defaulters. Govt must take strict measures to recover the d… https://t.co/isE73dtcOp"
"244",0,"RT @BJP4India: We are on a de-regulation and de-licensing drive. Validity period of industrial licenses has been increased from three years…"
"245",1,"@TonmoyS35743845 @BJP4India @narendramodi I dont favour any political party. Congress is no less. Its just that I s… https://t.co/VzIzbTsq47"
"246",0,"Reasons why Shri Atal ji is referred as ""The Best Prime Minister of INDIA"":
1. Making India a nuclear power from th… https://t.co/Rk6ZoZMuUH"
"247",0,"RT @BJP4India: We are already the third-largest economy by purchasing power. Very soon, we will become the world's fifth-largest economy by…"
"248",2,"RT @BJP4India: Electricity has reached three villages of the Elephanta island after 70 years of independence, and this has led to much joy…"
"249",0,"RT @Abhishek__k2712: It's high time for the @BJP4India govt to make clear whether at all they're concerned about the future of students who…"
"250",1,"@BJP4India @narendramodi Dear you are correct.  All it was possible of last 4 years of Modi Rule !     In fact BJP… https://t.co/8j0ueDa9YK"
"251",1,"RT @BJP4India: I would like to personally invite to India those who are not yet present here. There are very few countries in the world whe…"
"252",-2,"RT @PervezM: @Manjeet64576767 @Khaliharaman @OfficeOfRG @BJP4India It's not fake news, we are not sanghi who are expert in spreading fake n…"
"253",2,"RT @BJP4India: I admire the spirit of entrepreneurship of the Korean people. I admire the way in which they have created and sustained thei…"
"254",1,"RT @AAPMiraBhy: Feeling proud bjp, other hidden in volume. @narendramodi @arunjaitley @AmitShah @BJP4India @CMOMaharashtra @mirabhybjp @Aam…"
"255",-1,"RT @sagarikaghose: The @INC MLA's son was rightly condemned for beating up an injured man, will the @BJP4India MLA who killed 9 people be e…"
"256",0,"RT @akhileshsharma1: As @BSYBJP turns 75 today, he is likely to be an exception to @BJP4India 75 years retirement rule in case the party co…"
"257",1,"@OfficeOfRG @laluprasadrjd @NitishKumar ball is in ur court, jawab toh dena padega. Why 3 days of liberty given to that @BJP4India man?"
"258",0,"@BJP4India @narendramodi Good"
"259",0,"RT @BJP4India: LIVE: Shri @AmitShah at the screening of '#SwamiRamdevEkSangharsh' at Chhatrasal Stadium, New Delhi https://t.co/HiVZFvSQYu"
"260",0,"RT @ManojDassji: @BJP4India @narendramodi #<U+0917><U+0941><U+0930><U+0942>_<U+0915><U+093E>_<U+091C><U+094D><U+091E><U+093E><U+0928>
Our Race is Living Being, Mankind is our Religion, Hindu, Muslim, Sikh Christian,…"
"261",-2,"RT @noconversion: More missionaries are coming now @BJP4India  can not blame this on Congress ..BJP has gone Soft on real Hindu issues @sam…"
"262",-1,"RT @sagarikaghose: The @INC MLA's son was rightly condemned for beating up an injured man, will the @BJP4India MLA who killed 9 people be e…"
"263",0,"RT @InnovativeHindu: RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/zmlTnIjwr9"
"264",0,"RT @Abhishek__k2712: It's high time for the @BJP4India govt to make clear whether at all they're concerned about the future of students who…"
"265",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"266",0,"RT @amritabhinder: Here is the first Arab #PadmaShri @NoufMarwaai in my car and is now a @BJP4India fan :)<U+2764><U+FE0F>

Already she’s PM @narendramod…"
"267",-1,"RT @sagarikaghose: The @INC MLA's son was rightly condemned for beating up an injured man, will the @BJP4India MLA who killed 9 people be e…"
"268",0,"RT @amritabhinder: Here is the first Arab #PadmaShri @NoufMarwaai in my car and is now a @BJP4India fan :)<U+2764><U+FE0F>

Already she’s PM @narendramod…"
"269",-1,"@itulasimuniraju @PldLokesh @BJP4India It's not puny tithi , it's punya tithi"
"270",0,"RT @BJP4India: We are on a de-regulation and de-licensing drive. Validity period of industrial licenses has been increased from three years…"
"271",0,"RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…"
"272",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"273",1,"@BJP4India @AmitShah Please vote and support b.j.p"
"274",0,"@BJP4Karnataka @narendramodi @BSYBJP @BJP4India @malviyamit @mepratap @DVSBJP @publictvnews @AmitShah @PiyushGoyal… https://t.co/mb54EUwege"
"275",0,"RT @suchetadalal: Is this what @RSSorg and @narendramodi and @BJP4India calls #AchecheDin?? <ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3><ed><U+00A0><U+00BE><ed><U+00B4><U+00A3> blown my brains that anyone could dream up…"
"276",1,"RT @BJP4India: Our party does not win due to big leaders but because of booth karyakartas : Shri @AmitShah https://t.co/RafdyVtfDg"
"277",0,"RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…"
"278",0,"RT @BJP4India: From Princess to Poetry and from Buddha to Bollywood; India &amp; Korea have so much in common : PM @narendramodi - Watch at htt…"
"279",2,"RT @BJP4India: I admire the spirit of entrepreneurship of the Korean people. I admire the way in which they have created and sustained thei…"
"280",-1,"@2000sanju @BJP4India @mygovindia According to medical report there was No sign of sexual assault was found on girl… https://t.co/RMaE1iSIPt"
"281",1,"RT @BJP4India: If you see around the globe, there are very few countries where you have three important factors of economy together. They a…"
"282",1,"RT @BJP4India: I would like to personally invite to India those who are not yet present here. There are very few countries in the world whe…"
"283",0,"RT @BJP4India: We are on a de-regulation and de-licensing drive. Validity period of industrial licenses has been increased from three years…"
"284",-1,"RT @priyaakulkarni2: Despite of a lengthy tenure Congress failed to fulfill basic requirement
@BJP4India is far efficient than you, as u li…"
"285",-1,"RT @abpnewstv: #Bollywood-underworld links could be behind #Sridevi's death: @BJP4India leader @Swamy39
https://t.co/4GLwWy5zNy"
"286",0,"RT @BJP4India: We are already the third-largest economy by purchasing power. Very soon, we will become the world's fifth-largest economy by…"
"287",0,"@SharadSays @250praveen #NeverForgetNeverForgive Already all Anti Hindu forces are uniting against NaMo. If… https://t.co/KjKV8pBZGb"
"288",0,"RT @BJP4India: We are on a de-regulation and de-licensing drive. Validity period of industrial licenses has been increased from three years…"
"289",0,"@ManojTiwariMP @narendramodi @SushmaSwaraj @BJP4India @BJP4Delhi @passportsevamea @rpodelhi @MEAIndia @MEAQuery… https://t.co/ljxCsbti2O"
"290",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"291",-1,"How the wealth of #JayShah have grown up exponentially ??? @BJP4India corruption working at different levels."
"292",0,"RT @SMedia4: How long can @BJP4India survive in SM warfare with only lion hearted supporters, if media and IT cells are same washed out fac…"
"293",-1,"RT @gallerygrandeur: @kukk44 @RSSorg @BJP4India The way he was telling all this my heart pouring out. So painful to see how youths are forc…"
"294",-1,"Three year old raped; accused know to family!!

Click to know more @ https://t.co/lNIryb59qH

@narendramodi… https://t.co/PsIm8qhdsF"
"295",-2,"RT @kukk44: @gallerygrandeur @RSSorg @BJP4India These are the true barometers of the failure of Demonetisation The Govt be damned"
"296",-1,"RT @VickyDeswal2: #sscscam We want CBI Enquiry Stop corruption reconduct CGL TIER-2 STOP CHEATING NO JUSTICE = NO VOTE TO @BJP4India @naren…"
"297",0,"RT @KPadmaRani1: @gallerygrandeur @RSSorg @BJP4India Most of the #Uber cabs are owner driven vehicles
 Speaks volumes of what they were and…"
"298",0,"RT @akhileshsharma1: As @BSYBJP turns 75 today, he is likely to be an exception to @BJP4India 75 years retirement rule in case the party co…"
"299",0,"RT @abpnewstv: #Sridevi has been murdered, could be Bollywood-underworld links: @BJP4India leader @Swamy39
https://t.co/4GLwWy5zNy"
"300",0,"RT @das_prashant777: @bjpswati @AnupriyaSPatel 
@narendramodi @BJP4India 
@AmitShah @myogiadityanath 
Let us Work Together on War
Footing H…"
"301",-1,"RT @priyaakulkarni2: Despite of a lengthy tenure Congress failed to fulfill basic requirement
@BJP4India is far efficient than you, as u li…"
"302",0,"RT @BJP4India: While total funds allocated to Karnataka by Modi government stand at a whopping approximately Rs. 3.36 lakh crore, the Sidda…"
"303",-3,"RT @BJP4India: Siddaramaiah Govt in Karnataka has miserably failed on all fronts &amp; have become synonymous with corruption and misgovernance…"
"304",-2,"@polysmind @BJP4India @AmitShah By stringent he means stingy ( or none at all) !! :P"
"305",0,"RT @SMedia4: How long can @BJP4India survive in SM warfare with only lion hearted supporters, if media and IT cells are same washed out fac…"
"306",0,"RT @akhileshsharma1: As @BSYBJP turns 75 today, he is likely to be an exception to @BJP4India 75 years retirement rule in case the party co…"
"307",-4,"@BJP4India failed to discuss sambhaoli,+ Capt son in law fraud 
@BJPLive failed to discuss akola bank fraud by cong… https://t.co/r2SdCxFME3"
"308",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"309",0,"RT @Nikhils41643733: @BJP4India @AmitShah In 2013 ssc cgl vacancy is 35000 in 2018 8000 ,ibps p.o 25000 in 2013 in 2018 3500 ...and almost…"
"310",0,"RT @DaharwalK: Entire foundation of @BJP4India r based on Spreading Lies &amp; Fooling people with Fake Propaganda &amp; Jumlas. https://t.co/webjw…"
"311",0,"@MLMANDOWARA @AkKhanna61 @iMac_too @krdave @BJP4India @kapoorashok25 After doing so much of GHOTALA how dare De dem… https://t.co/6lsdUSYkgL"
"312",-1,"RT @PratishYOGA: @prateikdhatrak @Dev_Fadnavis @BJPPune @BJP4India @TawdeVinod @abpmajhatv @narendramodi 
Tweeted this issue many times but…"
"313",0,"@AmitShah @BJP4India @BJP4Karnataka @BSYBJP FOR PEOPLE OF KARNATAKA.

Modi government schemes are private schemes.… https://t.co/PjcGh5zKlT"
"314",0,"@BJP4India @AmitShah But what the karyakarta get? Only leaders do get."
"315",0,"RT @SKIVER20: Total Amount Spent Just for the Capital Design and Infra Demos and consultation tours itself is 3500 Crores .. -@BJP4India 
M…"
"316",0,"RT @BJP4India: Shri @AmitShah interacts with leaders of OBC community in Gulbarga, Karnataka. #ShahInKalyanaKarnataka https://t.co/lVfU8n0A…"
"317",0,"RT @BJP4India: We are already the third-largest economy by purchasing power. Very soon, we will become the world's fifth-largest economy by…"
"318",0,"@rajinikanthoff @smrittiiranii @sanjivbhatt @KapilMishra_IND @INCIndia @OfficeOfRG @AmitShah @sardanarohit… https://t.co/N2Q1t0eLeT"
"319",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"320",0,"RT @DaharwalK: Entire foundation of @BJP4India r based on Spreading Lies &amp; Fooling people with Fake Propaganda &amp; Jumlas. https://t.co/webjw…"
"321",0,"@anitakamalmla @BJP4UP @kpmaurya1 @myogiadityanath @narendramodi @AmitShah @sunilbansalbjp @BJP4India Jay hind <ed><U+00A0><U+00BD><ed><U+00B9><U+008F>"
"322",0,"@narendramodi Plz make ground-implementation of all your programs and policies in last 4 years visible &amp; perceptibl… https://t.co/yKJpPCvfJZ"
"323",-1,"RT @SonicSamir: @BJP4India @AmitShah @mlkhattar Govt in #Haryana has failed on all fronts.

#DwarkaExpressway is a key project and he is no…"
"324",2,"RT @BJP4India: I admire the spirit of entrepreneurship of the Korean people. I admire the way in which they have created and sustained thei…"
"325",-1,"RT @BJP4India: PM @narendramodi flagging off #RunforNewIndia Marathon in Surat. https://t.co/vLA8ZUxjWb https://t.co/e88t7YnR2t"
"326",-1,"RT @NewsX: In my opinion, it’s a murder: BJP MP Subramanian Swamy on Sridevi’s demise
#SrideviDeathMystery #Sridevi @Swamy39 @BJP4India @sw…"
"327",-2,"RT @polysmind: Hey @BJP4India @AmitShah
<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082> Thnx for this Satire n a laughter day
#PNBScam #Rotomac blah blah https://t.co/W2dAdPqCrl"
"328",-1,"@suhasinih My blood is boiling that a foul git like TRUMPY, #POTUS == #SOTUS dared to imitate another Indian's acce… https://t.co/OALAvG8EV5"
"329",0,"@ManojTiwariMP @AmitShah @BJP4India @narendramodi @RSSorg @vhporg @BJP4Delhi Jai hind"
"330",-1,"RT @sagarikaghose: The @INC MLA's son was rightly condemned for beating up an injured man, will the @BJP4India MLA who killed 9 people be e…"
"331",-2,"RT @noconversion: More missionaries are coming now @BJP4India  can not blame this on Congress ..BJP has gone Soft on real Hindu issues @sam…"
"332",0,"@vijay_gup @vikascongress @BJP4India @ManojMehtamm @kaur0211 @pawanjhawat @geetv79 @jaijaicongress @AntiBjpIndia… https://t.co/ZtFmixvJXR"
"333",0,"RT @nehabhargavecce: @GaneshPratap79 @ChouhanShivraj @BJP4MP @ChitnisArchana @RSSorg @BJP4India @CMMadhyaPradesh @ChitnisArchana @Manekagan…"
"334",0,"RT @IndiaToday: The @BJP4India may have all the ten Rajya Sabha seats from the state in its bag next month thus creating another first unde…"
"335",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"336",0,"RT @BJP4India: From Princess to Poetry and from Buddha to Bollywood; India &amp; Korea have so much in common : PM @narendramodi - Watch at htt…"
"337",-1,"RT @sagarikaghose: The @INC MLA's son was rightly condemned for beating up an injured man, will the @BJP4India MLA who killed 9 people be e…"
"338",0,"RT @BJP4India: LIVE: PM @narendramodi to flag off #RunforNewIndia Marathon from Surat. https://t.co/X2CqniNjDL"
"339",0,"@nandiniramnath @Actor_Siddharth Central govt should take initiative and supply that equipment to municipal corpora… https://t.co/g0OYmGWtlt"
"340",0,"@PlatinaRamanand @DRMJaipur @drmkota @RailMinIndia @PiyushGoyal @manojsinhabjp @BJP4India @PiyushGoyalOffc… https://t.co/wzQBGV5zzD"
"341",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"342",0,"@BSYBJP turns 75 today; but @BJP4India decides to give him an exception from its undeclared age bar of 75 year for… https://t.co/GhtDHCjxq4"
"343",0,"RT @pfi_india: @utpalghosh30 @RSSorg @RakeshSinha01 @TajinderBagga @I_YogiVerma @sampadscales @BJP4India @Tarunvijay @AmitShah They pour th…"
"344",0,"RT @BJP4India: The Centre's share in the Finance Commission for Karnataka under UPA govt was Rs 88,500 crore, which has been increased to R…"
"345",1,"@pradeepweigh @BJP4India @AmitShah Not honest only bhakts..because when the govt is ending 6 lakh permanent jobs an… https://t.co/JksZ2tEs2l"
"346",0,"@abpnewstv @BJP4India @Swamy39 As expected....."
"347",-1,"RT @sagarikaghose: The @INC MLA's son was rightly condemned for beating up an injured man, will the @BJP4India MLA who killed 9 people be e…"
"348",-3,"RT @BJP4India: Siddaramaiah Govt in Karnataka has miserably failed on all fronts &amp; have become synonymous with corruption and misgovernance…"
"349",0,"@sardesairajdeep On this day in 2002 Gujarat is the single BJP Ruled state in India and present situtaion is also i… https://t.co/HbEqAErdTc"
"350",0,"RT @Deepali_p: @INCIndia So as per your data 108280 villages electrified in 70 years which 1550 villages per year while @BJP4India did 1600…"
"351",0,"RT @BJP4India: We are already the third-largest economy by purchasing power. Very soon, we will become the world's fifth-largest economy by…"
"352",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"353",0,"RT @BJP4India: The Centre's share in the Finance Commission for Karnataka under UPA govt was Rs 88,500 crore, which has been increased to R…"
"354",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"355",-1,"RT @sagarikaghose: The @INC MLA's son was rightly condemned for beating up an injured man, will the @BJP4India MLA who killed 9 people be e…"
"356",0,"Retweet if you agree @roopnayandarak @TigerRajaSingh @narendramodi @AmitShah @BJP4India @poonam_mahajan @BJYM https://t.co/xkLlw4mfL3"
"357",2,"@ShilpiSinghINC @PainoliD @BJP4India Reason for AmitShah confidence is not people support but of EVM they easily ma… https://t.co/tE7pR3gzf0"
"358",-3,"RT @BJP4India: Siddaramaiah Govt in Karnataka has miserably failed on all fronts &amp; have become synonymous with corruption and misgovernance…"
"359",0,"RT @nehabhargavecce: @GaneshPratap79 @ChouhanShivraj @BJP4MP @ChitnisArchana @RSSorg @BJP4India @CMMadhyaPradesh @ChitnisArchana @Manekagan…"
"360",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"361",0,"@AmitShah @BJP4India @BJP4Karnataka @BSYBJP In dictionary there is no word as  MODI government.
Central government word do exist."
"362",0,"RT @BJP4India: BJP National President Shri @AmitShah is addressing a press conference in Gulbarga, Karnataka. https://t.co/qKmAP3U6eU"
"363",0,"@TDPSoldier @INCIndia @BJP4India @narendramodi @OfficeOfRG @BJP4Andhra Hey fool...bjp contested only few seats becs of alliance"
"364",0,"@Atheist_vashali iska matra ek upay! BJP rule in India forever!! But BJP also needs to b in its original form.  any… https://t.co/8nT0AGXg8z"
"365",-3,"RT @BJP4India: Siddaramaiah Govt in Karnataka has miserably failed on all fronts &amp; have become synonymous with corruption and misgovernance…"
"366",0,"RT @siddaramaiah: PM @narendramodi loves to talk of corruption in administrations of the past &amp; of states not ruled by  @BJP4India 

Sir, i…"
"367",0,"Shashi Tharoor nailed forever by his own court statement in writing!
@republic @TimesNow @BJP4India @RSSorg… https://t.co/BBoY7ZOIxj"
"368",0,"RT @SMedia4: How long can @BJP4India survive in SM warfare with only lion hearted supporters, if media and IT cells are same washed out fac…"
"369",1,"@ANI Moral victory for @BJP4India"
"370",-2,"RT @noconversion: More missionaries are coming now @BJP4India  can not blame this on Congress ..BJP has gone Soft on real Hindu issues @sam…"
"371",0,"@BJP4India @AmitShah In 2013 ssc cgl vacancy is 35000 in 2018 8000 ,ibps p.o 25000 in 2013 in 2018 3500 ...and almo… https://t.co/y4Dj9e4a5S"
"372",0,"RT @PoetShankar: @BJP4India @narendramodi LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi.
 https://t.co/fA…"
"373",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"374",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"375",0,"@prabhatvermamla @myogiadityanath @narendramodi @kpmaurya1 @AmitShah @sunilbansalbjp @BJP4UP @BJP4India… https://t.co/XBIrXoa5r5"
"376",0,"RT @amritabhinder: Here is the first Arab #PadmaShri @NoufMarwaai in my car and is now a @BJP4India fan :)<U+2764><U+FE0F>

Already she’s PM @narendramod…"
"377",0,"RT @BJP4India: PM Shri @narendramodi at the inauguration of Amma Two-Wheeler scheme in Chennai. https://t.co/W7Wm7Wpe9e"
"378",-1,"RT @priyaakulkarni2: Despite of a lengthy tenure Congress failed to fulfill basic requirement
@BJP4India is far efficient than you, as u li…"
"379",0,"RT @BJP4India: LIVE: PM Shri @narendramodi addressing the India-Korea Business Summit in Delhi. https://t.co/uFsufwiH6u"
"380",0,"RT @BJP4India: LIVE: PM @narendramodi addressing public meeting at Puducherry. https://t.co/r3mGa7B0xx"
"381",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"382",0,"@KushwahLalitesh @narendramodi @AmitShah @AmitShahOffice @BJP4India Prashant kishor who plans khat panchayat become… https://t.co/saxDPmNFbR"
"383",1,"RT @BJP4India: LIVE: PM Shri @narendramodi at Auroville foundation on the occasion of its golden jubilee week. https://t.co/LwpOGCpuxD"
"384",-2,"@AmitShah, @BJP4India adopts orphan children after the death of #MallikarjunaBande and his wife... This is why he i… https://t.co/yGSHs7iSnc"
"385",0,"RT @BJP4India: Shri @AmitShah addressing Schedule Caste Convention at N.V. Grounds, Gulbarga, Karnataka. #ShahInGulbarga https://t.co/K8Jyo…"
"386",0,"RT @BJP4India: Live - Shri @AmitShah's interaction with sugarcane farmers in Humnabad, Karnataka. @BJP4Karnataka https://t.co/oUrspEY08l"
"387",0,"RT @BJP4India: Watch how Modi government’s initiatives are fulfilling the aspirations of the poor, dalits, women and divyangs by empowering…"
"388",-2,"RT @PervezM: @Manjeet64576767 @Khaliharaman @OfficeOfRG @BJP4India It's not fake news, we are not sanghi who are expert in spreading fake n…"
